nom_du_festival;envergure_territoriale;region_principale_de_deroulement;departement_principal_de_deroulement;commune_principale_de_deroulement;code_postal_de_la_commune_principale_de_deroulement;code_insee_commune;code_insee_epci_collage_en_valeur;libelle_epci_collage_en_valeur;numero_de_voie;type_de_voie_rue_avenue_boulevard_etc;nom_de_la_voie;adresse_postale;complement_d_adresse_facultatif;site_internet_du_festival;adresse_e_mail;decennie_de_creation_du_festival;annee_de_creation_du_festival;discipline_dominante;sous_categorie_spectacle_vivant;sous_categorie_musique;sous_categorie_musique_cnm;sous_categorie_cinema_et_audiovisuel;sous_categorie_arts_visuels_et_arts_numeriques;sous_categorie_livre_et_litterature;periode_principale_de_deroulement_du_festival;identifiant_agence_a;identifiant;identifiant_cnm;;;;;;;;;;;;;;;
Regionale;;Grand Est;Bas-Rhin;Strasbourg;67000;67482;246700488;Eurométropole de Strabourg;;;;;;;sophie.kauffenstein@accelerateurdeparticules.net;De 2000 à 2009;;Arts visuels, arts numériques;;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_67482_6465;;;;;;;;;;;;;;;;
Strasbulles;;Grand Est;Bas-Rhin;Strasbourg;67000;67482;246700488;Eurométropole de Strabourg;;;;;;www.strasbulles.com;contact@strasbulles.fr;De 2000 à 2009;2007;Livre, littérature;;;;;;Bande dessinée, comics, manga;Avant-saison (1er janvier - 20 juin);;FEST_67482_6471;;;;;;;;;;;;;;;;
Les Transes cévenoles;Régionale;Occitanie;Gard;Sumène;30440;30325;243400736;CC des Cévennes Gangeoises et Suménoises;;Place;du plan;Place du plan;;www.lestranses.org;contact@leselvis.org;De 1990 à 1999;1996;Musique;;;09- Pluridisciplinaire;;;;Saison (21 juin - 5 septembre);;FEST_30325_6478;179;;;;;;;;;;;;;;;
Festival The Giants of Rock;;Occitanie;Hérault;Sussargues;34160;34307;243400017;Montpellier Méditerranée Métropole;;;;;Theatre de verdure des carrières de la fond d'armand;https://www.thegiantsofrock.fr/;;2010 et après;2018;Musique;;Musiques actuelles;;;;;Avant-saison (1er janvier - 20 juin);;FEST_34307_6488;;;;;;;;;;;;;;;;
Festival Vent debout des carnets de voyages;Intercommunale;Auvergne-Rhône-Alpes;Drôme;Suze-la-Rousse;26790;26345;200042901;CC Drôme Sud Provence;;;;;Salles des fêtes;https://auvergnerhonealpes-livre-lecture.org/annuaires/manifestations/2171;;2010 et après;2017;Livre, littérature;;;;;;;Saison (21 juin - 5 septembre);;FEST_26345_6490;;;;;;;;;;;;;;;;
Tautavel en musique;;Occitanie;Pyrénées-Orientales;Tautavel;66720;66205;200027183;CU Perpignan Méditerranée Métropole;;Place;de la République;Place de la République;Mairie;https://www.helloasso.com/associations/les-amis-de-tautavel-en-musique/evenements/billet-festival-2022-tautavel-en-musique;yves.gotteland@sfr.fr;De 2000 à 2009;2000;Musique;;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_66205_6525;;;;;;;;;;;;;;;;
Ainsi Vivent Les Hommes – Festival Littéraire Et Artistique de Thénac;;Nouvelle-Aquitaine;Charente-Maritime;Thénac;17460;17444;200036473;CA de Saintes;;;;;;salondulivrethenac.fr;francoise.souan@gmail.com;De 2000 à 2009;2007;Livre, littérature;;;;;;;Avant-saison (1er janvier - 20 juin);ALCA15;FEST_17444_6543;;;;;;;;;;;;;;;;
Festival international des musiques d’écran;Intercommunale;Provence-Alpes-Côte d'Azur;Var;Toulon;83000;83137;248300543;Métropole Toulon-Provence-Méditerranée;21;Rue;Mirabeau;21 Rue Mirabeau;;fimefestival.fr;laurence@filmharmonia.fr;De 2000 à 2009;2005;Musique;;Jazz, blues, musique classique, musique contemporaine, musiques du monde, musiques électroniques, techno, musiques traditionnelles, pop, rock;;;;;Après-saison (6 septembre - 31 décembre);;FEST_83137_6606;;;;;;;;;;;;;;;;
Festival Drums Summit;Communale;Occitanie;Haute-Garonne;Toulouse;31500;31555;243100518;Toulouse Métropole;10;Rue;Claude-Perrault;10 Rue Claude-Perrault;;http://www.drumssummit.com;prod@drumssummit.fr;De 1990 à 1999;;Musique;;Musiques actuelles;;;;;Avant-saison (1er janvier - 20 juin);;FEST_31555_6648;;;;;;;;;;;;;;;;
Festival international du film d'environnement;Intercommunale;Occitanie;Haute-Garonne;Toulouse;31000;31555;243100518;Toulouse Métropole;14;Rue;tivoli;14 Rue  tivoli;Maison de l'environnement;https://www.laregion.fr/11E-Festival-International-du-Film-d-Environnement-FReDD-2021;;2010 et après;;Cinéma, audiovisuel;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_31555_6658;;;;;;;;;;;;;;;;
Les nuits musicales du château de Tourrette-Levens;;Provence-Alpes-Côte d'Azur;Alpes-Maritimes;Tourrette-Levens;6670;6120;200030195;Métropole Nice Côte d'Azur;70;Place;Du docteur simon;70 Place Du docteur simon;;https://amisduchateau06690.wixsite.com;amisduchateau06690@gmail.com;De 1990 à 1999;1994;Musique;;Chanson ou variété française, jazz, blues, musique classique, opéra;;;;;Saison (21 juin - 5 septembre);;FEST_06120_6723;;;;;;;;;;;;;;;;
Quatuors en pays de Fayence;Intercommunale;Provence-Alpes-Côte d'Azur;Var;Tourrettes;83440;83138;200004802;CC du Pays de Fayence;19;Route départementale;562;19 Route départementale 562;;www.quatuors-fayence.com;quatuors.paysdefayence4@orange.fr;De 1980 à 1989;;Musique;;Musique classique;;;;;Après-saison (6 septembre - 31 décembre);;FEST_83138_6726;;;;;;;;;;;;;;;;
Super flux;Intercommunale;Centre-Val de Loire;Indre-et-Loire;Tours;37000;37261;243700754;Tours Métropole Val de Loire;;;;;;https://www.letempsmachine.com/;;2010 et après;2014;Musique;;Musiques actuelles;07- Musiques actuelles sans distinction;;;;Avant-saison (1er janvier - 20 juin);;FEST_37261_6756;1485;;;;;;;;;;;;;;;
Septi’f rock;;Pays de la Loire;Vendée;Treize-Septiers;85600;85295;200070233;CC Terres-de-Montaigu, communauté de communes Montaigu-Rocheservière;;;;;;http://zinor.fr/;septifrock@yahoo.fr;2010 et après;2018;Musique;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_85295_6781;;;;;;;;;;;;;;;;
Festival photo des Azimutés;;Occitanie;Gard;Uzès;30700;30334;200034379;CC Pays d'Uzès;1;Place;du Duché;1 Place du Duché;;lesazimutesduzes.fr;azimutes.uzes@gmail.com;2010 et après;2015;Arts visuels, arts numériques;;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_30334_6829;;;;;;;;;;;;;;;;
Allons voir !;Intercommunale;Centre-Val de Loire;Cher;Vailly-sur-Sauldre;18260;18269;200069227;CC Pays Fort Sancerrois Val de Loire;2;Route;De Concressault;2 Route De Concressault;Grange pyramidale;Allonsvoir.eu;contact@allonsvoir.eu;2010 et après;2019;Arts visuels, arts numériques;;;;;Installation, Peinture, Sculpture;;Saison (21 juin - 5 septembre);;FEST_18269_6842;;;;;;;;;;;;;;;;
Festival Vassy fais-moi rire;Intercommunale;Normandie;Calvados;Valdallière;14410;14726;200068799;CC Intercom de la Vire au Noireau;;;;;;;;2010 et après;2016;Spectacle vivant;Humour;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_14726_6864;;;;;;;;;;;;;;;;
Viva cinéma;;Auvergne-Rhône-Alpes;Drôme;Valence;26000;26362;200068781;CA Valence Romans Agglo;36;Boulevard;Général de gaulle;36 Boulevard Général de gaulle;;lux-valence.com;catherine.rossi.batot@lux-valence.com;2010 et après;;Cinéma, audiovisuel;;;;patrimoine;;;Avant-saison (1er janvier - 20 juin);;FEST_26362_6882;;;;;;;;;;;;;;;;
Festi'Arts Sânon;;Grand Est;Meurthe-et-Moselle;Valhey;54370;54541;245400759;CC du Pays du Sanon;;;;;;https://www.ccsanon.fr/event/5e-edition-festiarts-sanon/;jtsanon@wanadoo.fr;2010 et après;2010;Spectacle vivant;Théâtre, musique, danse, arts de la rue, contes, et autres…;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_54541_6896;;;;;;;;;;;;;;;;
Rencontres du cinéma européen à Vannes;;Bretagne;Morbihan;Vannes;56000;56260;200067932;CA Golfe du Morbihan - Vannes Agglomération;;;Cinéville Garenne, Château de l'Hermine;Cinéville Garenne, Château de l'Hermine;;www.cinecran.org;contact@cinecran.org;De 2000 à 2009;2002;Cinéma, audiovisuel;;;;Fiction long métrage, Court métrage, Documentaire, Film d'animation;;;Avant-saison (1er janvier - 20 juin);;FEST_56260_6928;;;;;;;;;;;;;;;;
Festival Film et compagnie;Intercommunale;Occitanie;Gard;Vauvert;30600;30341;243000593;CC de Petite Camargue;;Place;de la  Libération et du 8 Mais 1945;Place de la  Libération et du 8 Mais 1945;Bp 19 Mairie;https://www.vauvert.com/festival-film-et-compagnie-2021/;mairie@vauvert.com;2010 et après;2017;Cinéma, audiovisuel;;;;cinema et spectacle;;;Saison (21 juin - 5 septembre);;FEST_30341_6948;;;;;;;;;;;;;;;;
Avril des Clowns;Intercommunale;Occitanie;Hérault;Vendémian;34230;34328;243400694;CC Vallée de l'Hérault;4;Place;de la  Mairie;4 Place de la  Mairie;;www.avrildesclowns.com;info.avrildesclowns@gmail.com;De 2000 à 2009;2004;Spectacle vivant;Clown;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_34328_6971;;;;;;;;;;;;;;;;
Le Printemps des Chapiteaux;Régionale;Grand Est;Meuse;Verdun;55100;55545;200049187;CA du Grand Verdun;;;;;;;contact@reseaugrandciel.com;2010 et après;2014;Pluridisciplinaire;;;;;;;Saison (21 juin - 5 septembre);;FEST_55545_1921;;;;;;;;;;;;;;;;
Lives au pont;;Occitanie;Gard;Vers Pont Du Gard;30210;30346;243000684;CC du Pont du Gard;400;Route;Du Pont Du Gard;400 Route Du Pont Du Gard;;http://leguidedesfestivals.com/2012-lives-au-pont-12746.html;herve-hubidos@pontdugard.fr;2010 et après;;Musique;;;;;;;Saison (21 juin - 5 septembre);;FEST_30346_7008;;;;;;;;;;;;;;;;
Festival International des cinémas d'Asie de Vesoul;;Bourgogne-Franche-Comté;Haute-Saône;Vesoul;70000;70550;247000011;CA de Vesoul;25;Rue;du docteur Doillon;25 Rue du docteur Doillon;;www.cinemas-asie.com;festival.vesoul@wanadoo.fr;De 1990 à 1999;1995;Cinéma, audiovisuel;;;;Documentaire, Fiction long métrage, Film d'animation;;;Avant-saison (1er janvier - 20 juin);;FEST_70550_7020;;;;;;;;;;;;;;;;
Le bel été des douves;Intercommunale;Centre-Val de Loire;Loir-et-Cher;Veuzain-sur-Loire;41150;41167;200030385;CA de Blois Agglopolys;;;;;;http://www.lesdouvesonzain.fr/saison-culturelle/;;De 2000 à 2009;2009;Musique;;Musique classique;;;;;Saison (21 juin - 5 septembre);;FEST_41167_7026;;;;;;;;;;;;;;;;
Biennale de cirque;Internationale;Auvergne-Rhône-Alpes;Isère;Villefontaine;38090;38553;243800604;CA Porte de l'Isère (C.A.P.I);;Avenue;du Driève;Avenue du Driève;Théâtre du Vellein - CAPI;https://capi-agglo.fr/nos-evenements/biennale-du-cirque;contact.levellein@capi38.fr;2010 et après;2012;Spectacle vivant;Cirque;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_38553_7084;;;;;;;;;;;;;;;;
Festival de magie Fantascq;Intercommunale;Hauts-de-France;Nord;Villeneuve-d'Ascq;59650;59009;200093201;Métropole Européenne de Lille;51;Chemin;des Crieurs;51 Chemin des Crieurs;Espace Concorde;https://www.villeneuvedascq.fr/agenda/1052/evenement/20814431/festival-de-magie-fantascq/;03 20 43 55 75;;;Pluridisciplinaire;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_59009_7103;;;;;;;;;;;;;;;;
America;;Île-de-France;Val-de-Marne;Vincennes;94300;94080;200057941;Paris Est Marne et Bois (T10);;;;;;https://www.festival-america.com;laurent.delarue@faitsetgestes.com;De 2000 à 2009;2001;Livre, littérature;;;;;;Littératures américaines;Après-saison (6 septembre - 31 décembre);;FEST_94080_7153;;;;;;;;;;;;;;;;
Chap Festival;;Occitanie;Hérault;Viols-le-Fort;34380;34343;200022986;CC du Grand Pic Saint-Loup;;;;;Différents lieux : École maternelle Les Asphodèles Église Saint Etienne - Place de l'Église chapiteau, centre du village;https://www.chap-festival.com/;chap.association@gmail.com;De 2000 à 2009;2006;Spectacle vivant;rencontres autour de la musique, du cirque, du théâtre, du chant, de la poésie, des bonnes tablées;;;;;;Saison (21 juin - 5 septembre);;FEST_34343_7158;;;;;;;;;;;;;;;;
Winter Groove;;Hauts-de-France;Somme;Abbeville;80100;80001;200070993;CA de la Baie de Somme;;;;;;thttp://abbeville.fr;;2010 et après;2011;Musique;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_80001_5;;;;;;;;;;;;;;;;
Aix qui;;Provence-Alpes-Côte d'Azur;Bouches-du-Rhône;Aix-en-Provence;13100;13001;200054807;Métropole d'Aix-Marseille-Provence;;;;;Les Arcades – chemin du Coton Rouge;;administration@aixqui.fr;De 2000 à 2009;2001;Musique;;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_13001_35;;;;;;;;;;;;;;;;
Festival des cinémas du Maghreb en Corse;Intercommunale;Corse;Corse-du-Sud;Ajaccio;20000;2A004;242010056;CA du Pays Ajaccien;;;;;;https://cinemaghreb-corse.org;;2010 et après;2017;Cinéma, audiovisuel;;;;Fiction long métrage;;;Après-saison (6 septembre - 31 décembre);;FEST_2A004_87;;;;;;;;;;;;;;;;
Festival des arts de la rue Cratère Surface;;Occitanie;Gard;Alès;30100;30007;200066918;CA Alès Agglomération;;;;;Différents lieux :  Parvis du Cratère Parc des expositions de Méjannes-lès-Alès Jardin du Bosquet Lycée de La Salle  Parking Place de Belgique  Pôle culturel et scientifique Rochebelle La Verrerie Tout Public  Théâtre de Verdure  Parking Musée du Colombier  Lycée J. B. Dumas entrée Nord Adresse administrative : Le Cratère Place Henri Barbusse 30100 ALES;https://cratere-surfaces.com;info@lecratere.fr;De 1990 à 1999;1999;Spectacle vivant;Arts de la rue;;;;;;Saison (21 juin - 5 septembre);;FEST_30007_135;;;;;;;;;;;;;;;;
Strett in arte in Algajola;Intercommunale;Corse;Haute-Corse;Algajola;20220;2B010;242020105;CC de Calvi Balagne;6;Terre-plein;De la Gare;6 Terre-plein De la Gare;Villa saint antoine 7 ch. Santa lucia;https://strettinartefestival.com;Marieelisabeth.luiggi@sfr.fr;2010 et après;2015;Spectacle vivant;Théâtre;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_2B010_144;;;;;;;;;;;;;;;;
La rue est à Amiens;;Hauts-de-France;Somme;Amiens;80000;80021;248000531;CA Amiens Métropole;;;;;Centre-ville;www.cirquejulesverne.fr;communication@cirquejulesverne.fr;Avant 1980;1978;Spectacle vivant;;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_80021_192;;;;;;;;;;;;;;;;
Tendance Europe;;Hauts-de-France;Somme;Amiens;80000;80021;248000531;CA Amiens Métropole;;;;;;http://www.maisondelaculture-amiens.com/genre/tendance;;De 2000 à 2009;2006;Pluridisciplinaire;;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_80021_199;;;;;;;;;;;;;;;;
Cinémas d'Afrique;;Pays de la Loire;Maine-et-Loire;Angers;49100;49007;244900015;CU Angers Loire Métropole;49;Rue;Saint Nicolas;49 Rue Saint Nicolas;;www.cinemasdafrique.asso.fr;accueil@cinemasdafrique.asso.fr;De 1980 à 1989;1987;Cinéma, audiovisuel;;;;Court métrage, Documentaire, Fiction long métrage, Film d'animation;;;Avant-saison (1er janvier - 20 juin);;FEST_49007_216;;;;;;;;;;;;;;;;
Jazz à l'heure d'été;;Pays de la Loire;Maine-et-Loire;Angers;49000;49007;244900015;CU Angers Loire Métropole;;;;;;http://www.jazzpourtous.com;contact@jazzpourtous.com;2010 et après;2014;Musique;;Jazz, blues et musiques improvisées;03- Jazz, blues et musiques improvisées;;;;Après-saison (6 septembre - 31 décembre);;FEST_49007_218;2498;;;;;;;;;;;;;;;
Temps Forts Cirques;;Pays de la Loire;Maine-et-Loire;Angers;49000;49007;244900015;CU Angers Loire Métropole;;;;;;http://www.lequai-angers.eu/;communication@lequai-angers.eu;De 2000 à 2009;2008;Spectacle vivant;Cirque, Arts de la rue;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_49007_225;;;;;;;;;;;;;;;;
À Mots Ouverts;;Nouvelle-Aquitaine;Pyrénées-Atlantiques;Anglet;64000;64024;200067106;CA du Pays Basque;;;;;;http://www.anglet.fr/;contact@anglet.fr;2010 et après;2012;Spectacle vivant;Théâtre;;;;;;Après-saison (6 septembre - 31 décembre);LA368;FEST_64024_229;;;;;;;;;;;;;;;;
Bisou;;Nouvelle-Aquitaine;Charente;Angoulême;16000;16015;200071827;CA du Grand Angoulême;;;;;;http://www.lanef-musiques.com;info@lanef-musiques.com;2010 et après;2018;Musique;;Musiques actuelles;;;;;Après-saison (6 septembre - 31 décembre);LA642;FEST_16015_236;;;;;;;;;;;;;;;;
Sons d'automne;;Auvergne-Rhône-Alpes;Haute-Savoie;Annecy;74000;74010;200066793;CA du Grand Annecy;;;;;Conservatoire a rayonnement régionnal;https://www.moka-mag.com/agenda/sons-dautomne-2;;2010 et après;;Pluridisciplinaire;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_74010_271;;;;;;;;;;;;;;;;
Cuivres en Nord;Régionale;Hauts-de-France;Nord;Anor;59186;59012;200043404;CC du Sud Avesnois;;;;;Gymnase d'anor;https://www.cuivresennord.com/;cuivres.en.nord@gmail.com;2010 et après;2011;Musique;;Fanfares, Harmonies;;;;;Après-saison (6 septembre - 31 décembre);;FEST_59012_280;;;;;;;;;;;;;;;;
Algues au Rythme;;Bretagne;Morbihan;Arradon;56610;56003;200067932;CA Golfe du Morbihan - Vannes Agglomération;;;Mairie;Mairie;;www.alguesaurythme.com;bureau.aa@gmail.com;De 2000 à 2009;2007;Musique;;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_56003_368;;;;;;;;;;;;;;;;
Musique en Périgord;;Nouvelle-Aquitaine;Dordogne;Audrix;24260;24015;200041168;CC de la Vallée de l'Homme;;;;;;https://musiqueenperigord.fr/;;De 1980 à 1989;1988;Musique;;Autres Musiques;;;;;Saison (21 juin - 5 septembre);CR148;FEST_24015_453;;;;;;;;;;;;;;;;
Festival d'Avignon;Nationale;Provence-Alpes-Côte d'Azur;Vaucluse;Avignon;84000;84007;248400251;CA du Grand Avignon (COGA);20;Rue;Portail boquier;20 Rue Portail boquier;Cloître saint-louis;festival-avignon.com;paul.rondin@festival-avignon.com;Avant 1980;1947;Spectacle vivant;Théâtre;;;;;;Saison (21 juin - 5 septembre);;FEST_84007_517;;;;;;;;;;;;;;;;
Les médiévales des carmes;;Provence-Alpes-Côte d'Azur;Vaucluse;Avignon;84000;84007;248400251;CA du Grand Avignon (COGA);;;;;;https://www.lesmedievalesdescarmes.fr;r.lovera@hotmail.fr;De 2000 à 2009;2006;Pluridisciplinaire;;;;;;;Après-saison (6 septembre - 31 décembre);;FEST_84007_538;;;;;;;;;;;;;;;;
Musicales en Tricastin;;Auvergne-Rhône-Alpes;Drôme;Barbieres;26300;26023;200068781;CA Valence Romans Agglo;;;;;Château de Suze-la-Rousse;www.assodivertimento.org;president@assodivertimento.org;De 2000 à 2009;;Musique;;Musique savante;;;;;Saison (21 juin - 5 septembre);;FEST_26023_612;;;;;;;;;;;;;;;;
Rencontres musicales de Méditerranée;Régionale;Corse;Haute-Corse;Bastia;20200;2B033;242000354;CA de Bastia;;;;;;https://www.facebook.com/rencontresmusicalesdemediterranee/;;De 2000 à 2009;2001;Musique;;Musique classique;;;;;Après-saison (6 septembre - 31 décembre);;FEST_2B033_650;;;;;;;;;;;;;;;;
Baule d'Airs;;Centre-Val de Loire;Loiret;Baule;45130;45024;200070183;CC des Terres du Val de Loire;;Place;des Bouleaux;Place des Bouleaux;Espace vert;https://www.facebook.com/bauledairs;bauledairs@gmail.com;De 2000 à 2009;2005;Spectacle vivant;Arts de la rue;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_45024_656;;;;;;;;;;;;;;;;
Pann'Art;;Bretagne;Côtes-d'Armor;Beaussais-sur-Mer;22650;22209;243500725;CC Côte d'Émeraude;;;Dans la rue;Dans la rue;Sous des chapiteaux;;;2010 et après;;Musique;;;;;;;Saison (21 juin - 5 septembre);;FEST_22209_697;;;;;;;;;;;;;;;;
Festival international des langues et cultures du monde;;Bourgogne-Franche-Comté;Doubs;Besançon;25000;25056;242500361;CU Grand Besançon Métropole;36 A;Avenue;de l'Observatoire;36 A Avenue de l'Observatoire;;www.festival-fil.com;festival.lefil@gmail.com;De 1980 à 1989;1986;Spectacle vivant;;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_25056_768;;;;;;;;;;;;;;;;
Raconte bébés;Départementale;Centre-Val de Loire;Loir-et-Cher;Blois;41000;41018;200030385;CA de Blois Agglopolys;;;;;;http://lecture41.culture41.fr/bib-pro/action-culturelle-en-bibliotheque/premieres-pages-en-loir-et-cher;dlp.contact@departement41.fr;2010 et après;2016;Livre, littérature;;;;;;Fiction (roman, théâtre, etc.), Littérature jeunesse - petite enfance;Avant-saison (1er janvier - 20 juin);;FEST_41018_868;;;;;;;;;;;;;;;;
Salon du livre de Bondues;;Hauts-de-France;Nord;Bondues;59910;59090;200093201;Métropole Européenne de Lille;6;Avenue;Chemin Saint-Georges;6 Avenue Chemin Saint-Georges;Espace Poher;www.salondulivrebondues.fr;salondulivre@mairie-bondues.fr;De 1990 à 1999;1999;Livre, littérature;;;;;;Bande dessinée, comics, manga, fiction (roman, théâtre, etc.), Polar, actualité littéraire, littérature très petite enfance, bien-être, new romance;Avant-saison (1er janvier - 20 juin);;FEST_59090_882;;;;;;;;;;;;;;;;
Son et lumière de Bon-Repos;;Bretagne;Côtes-d'Armor;Bon-Repos-sur-Blavet;22570;22107;242200715;CC du Kreiz-Breizh (CCKB);;;Site de Bon-Repos Saint-Gelven;Site de Bon-Repos Saint-Gelven;;https://www.bonrepos.bzh/;racines.argoat@orange.fr;De 1980 à 1989;1988;Spectacle vivant;;;;;Son et lumière;;Saison (21 juin - 5 septembre);;FEST_22107_890;;;;;;;;;;;;;;;;
Escale du Livre;;Nouvelle-Aquitaine;Gironde;Bordeaux;33000;33063;243300316;Bordeaux Métropole;;;;;;www.escaledulivre.com;contact@escaledulivre.com;De 2000 à 2009;2002;Livre, littérature;;;;;;;Avant-saison (1er janvier - 20 juin);ALCA53;FEST_33063_901;;;;;;;;;;;;;;;;
Eufonia;;Nouvelle-Aquitaine;Gironde;Bordeaux;33000;33063;243300316;Bordeaux Métropole;;;;;;http://eufoniabordeaux.fr/;contact@eufoniabordeaux.fr;2010 et après;2015;Musique;;Musiques actuelles;;;;;Après-saison (6 septembre - 31 décembre);LA328;FEST_33063_902;;;;;;;;;;;;;;;;
Festival de cinéma méditerranéen;;Provence-Alpes-Côte d'Azur;Var;Bormes-Les-Mimosas;83230;83019;200027100;CC Méditerranée Porte des Maures;6;Boulevard;du soleil;6 Boulevard du soleil;;cinemarenostrum.com;cinemarenostrum@gmail.com;2010 et après;2019;Cinéma, audiovisuel;;;;Documentaire, fiction long métrage;;;Après-saison (6 septembre - 31 décembre);;FEST_83019_935;;;;;;;;;;;;;;;;
Festa del Traouc;;Occitanie;Aveyron;Bozouls;12340;12033;200067478;CC Comtal Lot et Truyère;;;;;Eglise Sainte-Fauste;https://www.ladepeche.fr/article/2018/08/22/2855073-la-festa-del-traouc-creuse-son-trou.html;festadeltraouc10@gmail.com;2010 et après;2010;Musique;;;;;;;Saison (21 juin - 5 septembre);;FEST_12033_1019;;;;;;;;;;;;;;;;
Electrocution;;Bretagne;Finistère;Brest;29200;29019;242900314;Brest Métropole;;;Centre d'Art contemporain Passerelle;Centre d'Art contemporain Passerelle;;http://www.ensemblesillages.com/;admi.sillages@gmail.com;2010 et après;2013;Musique;;;;;;;Avant-saison (1er janvier - 20 juin);;FEST_29019_1059;;;;;;;;;;;;;;;;
Rack'Estival;;Île-de-France;Essonne;Bretigny-sur-Orge;91220;91103;200057859;Coeur d'Essonne Agglomération;;;;;;www.lerackam.com;;;;Musique;;Musiques actuelles;;;;;Après-saison (6 septembre - 31 décembre);;FEST_91103_1065;;;;;;;;;;;;;;;;
